t [s],U [V],i(e-),FE(H2),FE(CO),FE(HCOOH),FE(CH2O),FE(C2H4),FE(CH3CH2OH),FE(CH4),FE(CH3OH),FE(CH3COOH),x(*H),x(*H2O),x(*COOH),x(*CO),x(*CO2-),x(*CO2),x(*OCHO),x(*COH),x(*C),x(*CH),x(*CH2),x(*CH3),x(*CHO),x(**CH2O),x(*CHOH),x(**CH2OH),x(*CH2OH),x(*OCH3),x(*O),x(**OCCO),x(**(CO)2),x(**COHCO),x(*CCO),x(**COCOH),x(*CHCO),x(***CH2CO),x(**OCHCH2),x(**CH2OCH2),x(**CHCH2O),x(**CHOHCH2O),x(**COHCH2O),x(*COHCH2O),x(**COCH2O),x(**COCHOH),x(*COCHO),x(**COCHO),x(**OCHCH),x(**CHOCHOH),x(**CHOCH2OH),x(*OCHCH2),x(**CHOCHO),x(**OHCH2CH2),x(*OH),x(**CHOHCH2),x(*CH2CH2OH),x(**OHCHCH2),x(**CHCH2),x(*),d(i_rel)/dt,sum(FE),t_SS,d(FE(H2))/dt,d(FE(CO))/dt,d(FE(HCOOH))/dt,d(FE(CH2O))/dt,d(FE(C2H4))/dt,d(FE(CH3CH2OH))/dt,d(FE(CH4))/dt,d(FE(CH3OH))/dt,d(FE(CH3COOH))/dt,FE(*H),FE(*H2O),FE(*COOH),FE(*CO),FE(*CO2-),FE(*CO2),FE(*OCHO),FE(*COH),FE(*C),FE(*CH),FE(*CH2),FE(*CH3),FE(*CHO),FE(**CH2O),FE(*CHOH),FE(**CH2OH),FE(*CH2OH),FE(*OCH3),FE(*O),FE(**OCCO),FE(**(CO)2),FE(**COHCO),FE(*CCO),FE(**COCOH),FE(*CHCO),FE(***CH2CO),FE(**OCHCH2),FE(**CH2OCH2),FE(**CHCH2O),FE(**CHOHCH2O),FE(**COHCH2O),FE(*COHCH2O),FE(**COCH2O),FE(**COCHOH),FE(*COCHO),FE(**COCHO),FE(**OCHCH),FE(**CHOCHOH),FE(**CHOCH2OH),FE(*OCHCH2),FE(**CHOCHO),FE(**OHCH2CH2),FE(*OH),FE(**CHOHCH2),FE(*CH2CH2OH),FE(**OHCHCH2),FE(**CHCH2),FE(*),
91.2,-1,0.194098183649943,0.171254217368242,0.05883749159699574,0.09284125165004972,1.319574551152376e-10,4.441613321525514e-15,2.782633814815565e-09,0.6770638201806874,3.217952211649409e-06,2.977463725116723e-24,5.034236218919068e-05,3.163292451544794e-11,7.791911199870537e-16,4.970876111576602e-10,2.192590624020474e-20,4.121487999526733e-16,0.999949327237499,8.904369472579149e-11,5.101959082066188e-16,1.400828835792617e-14,5.470254512940532e-14,1.816864045306482e-12,9.507602586672473e-09,1.156281933126544e-19,1.984190599408276e-13,8.899928803747111e-27,7.197067729935249e-17,9.181724528924706e-13,1.053320243937106e-43,1.84652287389876e-41,4.804074486985324e-32,3.660803585466951e-44,3.400216846480567e-20,2.183695500712447e-36,1.130391202234429e-13,2.534894647673119e-48,6.929254503201657e-25,3.417715356556885e-24,2.371708494502863e-33,1.311907593237671e-31,2.37170849450286e-33,4.907660581003617e-39,3.652961776930563e-33,4.35732555503643e-30,1.8788046407312e-16,1.354271437026815e-35,8.175808007459337e-33,6.439145535715426e-25,3.561805315116973e-23,4.391365856156778e-10,3.717301533246203e-18,2.648359350458493e-26,1.361263416449784e-33,6.115203274008388e-24,3.057601637004213e-24,1.856877728307964e-20,2.140119333384291e-31,3.19832691166476e-07,-4.590431613155426e-10,1.000000002702804,11.2,7.150055547633371e-12,2.464289883263859e-12,4.635770517458227e-11,-4.952089152507629e-20,-4.07162947976037e-16,-2.550859883967706e-10,2.835746082396895e-11,-1.207632872350585e-15,-1.308443146721139e-28,-1.763949548284734e-13,0,6.83358004835464e-17,-1.819094617133557e-12,0,0,3.381418416345891e-10,-3.168411713389099e-17,0,-1.284961726614459e-16,1.54195407193735e-16,0,2.729251016499074e-12,0,-3.319177367687123e-17,0,-2.526865153990005e-24,-3.235148390066551e-20,3.401265370010061e-40,0,2.897817166493803e-34,-4.03799596821068e-43,6.93187443143537e-25,-5.300469241793421e-34,2.687940607153803e-18,3.959594026685298e-50,-2.398923287035524e-24,-1.315131855705415e-23,-3.009221918401222e-34,-4.880688258513063e-35,-7.801686455114278e-35,8.928321596276411e-40,0,-6.15218703317583e-33,-4.466470542340024e-19,-5.955934531516056e-37,-3.56648523662367e-34,0,-3.369479439804233e-26,-3.041678851280629e-09,-8.975353976346963e-26,-1.121305697455144e-25,-1.766997195340241e-31,7.18028318107757e-24,-2.527459679739305e-23,-7.145386782127451e-20,0,-0,
101.2,-1,0.1940981833142275,0.1712542173951372,0.05883749160626524,0.09284125182472217,1.319574549285789e-10,2.907215368515722e-15,1.82133952742093e-09,0.6770638202873547,3.217952207097486e-06,2.976156434744885e-24,5.034236211002384e-05,3.163292446571843e-11,7.791911187621024e-16,4.970876103762021e-10,2.192590620573545e-20,4.121487993047434e-16,0.9999493273892838,8.904369458580831e-11,5.101959074045538e-16,1.400828833590412e-14,5.470254504340891e-14,1.816864042450238e-12,9.507602571725827e-09,1.156281929491015e-19,1.984190596288983e-13,8.899928775764365e-27,7.197067707250928e-17,9.181724500055919e-13,6.894430834798855e-44,1.846522868093022e-41,4.804074452245699e-32,3.660803573956849e-44,3.400227519791018e-20,2.183695484921527e-36,1.130394750559258e-13,2.534585333158136e-48,4.535460386853322e-25,2.237040659577383e-24,2.370667162292723e-33,1.31133158162548e-31,2.370667162292721e-33,4.905505806577853e-39,3.651357892317625e-33,4.355412409529293e-30,1.877979727892446e-16,1.353676824971025e-35,8.175511665986322e-33,6.439145515469806e-25,3.561805303918134e-23,2.874315753569069e-10,3.717301521558463e-18,1.733464297072346e-26,8.910050408823499e-34,4.002632815137431e-24,2.001316407568727e-24,1.215395232119135e-20,1.400787350888975e-31,3.198326906636732e-07,-2.826213402369506e-10,1.000000001662782,11.2,4.530253949752705e-12,1.561216433909607e-12,2.853457053975106e-11,-3.029133593711598e-20,-2.499499944429188e-16,-1.565926898399085e-10,1.796548465549108e-11,-7.38694595740102e-16,-1.30786711665044e-28,-1.081506378342421e-13,-0,2.459480824785305e-17,6.043637603569991e-12,0,0,2.075792005358736e-10,-8.056342336604302e-18,-3.137113599233483e-21,-6.424808651230174e-17,-7.709770381476208e-17,0,-9.065400878150175e-12,0,6.016415760175507e-17,0,-1.55111230407748e-24,-2.009713399509192e-20,6.802530759245526e-40,0,-4.666540407398373e-34,-3.543354583324869e-43,6.929936565602677e-25,7.072519484945972e-34,2.687940590218829e-18,3.959594037875956e-50,-1.472665692604927e-24,-8.073348454529335e-24,0,-2.603636973817377e-34,0,5.952214414339836e-40,6.687159837568721e-35,-6.352801845690285e-33,-4.464495298960192e-19,-2.774157075254816e-38,1.069945574010995e-33,-4.18849853413284e-26,-4.29658586261353e-26,-1.867231803385987e-09,-8.975354001713228e-26,-6.88322294156453e-26,6.333009202193185e-32,2.872113280548233e-24,-1.527006894158144e-23,-4.386424087307214e-20,-5.021611227358272e-31,-0,
111.2,-1,0.1940981831078019,0.1712542174119444,0.05883749161205747,0.09284125193211105,1.31957454814221e-10,1.965276121813411e-15,1.231218294988695e-09,0.6770638203540079,3.217952204308718e-06,2.974849721519155e-24,5.034236206142487e-05,3.16329244351904e-11,7.791911180101282e-16,4.970876098964796e-10,2.192590618457541e-20,4.121487989069914e-16,0.9999493274824616,8.904369449987523e-11,5.101959069121806e-16,1.400828832238519e-14,5.470254499061732e-14,1.816864040696843e-12,9.507602562550358e-09,1.156281927259231e-19,1.984190594374107e-13,8.89992875858628e-27,7.197067693325431e-17,9.181724482333911e-13,4.66065452988629e-44,1.846522864528985e-41,4.804074423346935e-32,3.660803566891007e-44,3.40023819310142e-20,2.183695471785574e-36,1.130398298884064e-13,2.534398521819337e-48,3.065953339205531e-25,1.512245742905853e-24,2.369626292040939e-33,1.310755825544977e-31,2.369626292040937e-33,4.903351986717618e-39,3.649754719223921e-33,4.353500112736469e-30,1.877155179862816e-16,1.353082476698496e-35,8.175329747299115e-33,6.439145503041397e-25,3.561805297043374e-23,1.943026045812542e-10,3.717301514383575e-18,1.17182671334278e-26,6.023218997889971e-34,2.705763900320674e-24,1.352881950160344e-24,8.216006937107697e-21,9.469247770743608e-32,3.198326903550121e-07,-1.729617106089381e-10,1.000000001018986,11.2,2.689515277154442e-12,9.269501832775973e-13,1.746724431761493e-11,-1.866587077459664e-20,-1.534397953009792e-16,-9.612942873946353e-11,1.066672306038186e-11,-4.551922871292614e-16,-1.307290371838401e-28,-6.640223133377076e-14,-0,1.561590204344397e-18,1.768107343876693e-13,0,-0,1.274290703513155e-10,-1.942198265389061e-17,-6.274227209318978e-21,-1.284961732468527e-16,0,0,-2.648078587925103e-13,0,4.622942515451359e-17,-4.786855475859816e-25,-9.522784935554638e-25,-1.127400201674745e-20,-3.40126538550565e-40,0,-5.907137041882212e-34,2.803564331056662e-43,6.932216332026214e-25,5.901089154309006e-36,2.687940575164696e-18,1.583837617889815e-49,-9.04646619522605e-25,-4.956114817202131e-24,0,-4.738536645543174e-35,-2.340505947197232e-34,0,0,-5.951572265730103e-33,-4.462520928599289e-19,-3.910923745615012e-37,-7.132970505743945e-34,4.188498541377339e-26,-4.154443457632355e-26,-1.146259937367972e-09,-1.795070803447431e-26,-4.222170727265574e-26,-2.460310486528898e-32,-1.938676467723226e-23,-1.000452794454702e-23,-2.692746650162326e-20,-8.78781966307654e-31,-0,
121.2,-1,0.1940981829822272,0.1712542174212505,0.05883749161526566,0.09284125199748687,1.319574547432393e-10,1.387036591242523e-15,8.689535077184123e-10,0.6770638203909257,3.217952202577734e-06,2.973543585543288e-24,5.034236203159078e-05,3.163292441644979e-11,7.791911175485038e-16,4.970876096019858e-10,2.192590617158561e-20,4.121487986628179e-16,0.9999493275396618,8.904369444712232e-11,5.101959066099207e-16,1.400828831408614e-14,5.470254495820942e-14,1.816864039620463e-12,9.507602556917688e-09,1.156281925889178e-19,1.984190593198596e-13,8.89992874804094e-27,7.197067684776818e-17,9.181724471454677e-13,3.289379499629905e-44,1.846522862341085e-41,4.80407439803711e-32,3.66080356255341e-44,3.400248866411775e-20,2.183695460280973e-36,1.130401847208849e-13,2.534286912970658e-48,2.163849453038505e-25,1.067307201341671e-24,2.368585882986315e-33,1.310180324575108e-31,2.368585882986314e-33,4.90119912036648e-39,3.648152256477038e-33,4.351588663259478e-30,1.876330996480589e-16,1.352488391774578e-35,8.175218070696422e-33,6.439145495411806e-25,3.561805292823075e-23,1.371324081423927e-10,3.717301509979031e-18,8.270475190572406e-27,4.251045203375703e-34,1.909639451800298e-24,9.54819725900153e-25,5.798573254035969e-21,6.683067246606172e-32,3.198326901655302e-07,-1.063511092974971e-10,1.000000000625503,11.2,1.680719452501478e-12,5.792227808498751e-13,1.073888894476127e-11,-1.143578489324268e-20,-9.419392467023111e-17,-5.901212324322348e-11,6.665323848409344e-12,-2.788767887408269e-16,-1.306713225729489e-28,-4.089574098799188e-14,0,-6.72475533130249e-18,3.94740244634142e-14,0,0,7.822646581557597e-11,-1.31567344714462e-17,-3.137113607995844e-21,-1.284961733835098e-16,0,1.798946427369137e-16,-5.84747272110586e-14,1.568556803997922e-21,-2.01666851466194e-18,7.180283221426035e-25,-5.845340589718179e-25,-7.352610018742672e-21,5.1018980836844e-40,2.325083762095755e-42,1.528580892712938e-33,9.447492410909141e-44,6.930940707483981e-25,-8.418336976898041e-34,2.687940562002956e-18,7.919188097871219e-50,-5.545449519976478e-25,-3.042453646039974e-24,2.006147956874045e-34,-6.047602068486739e-34,3.90084324947731e-34,-2.083275050837796e-39,-1.337431971249363e-34,-5.951572272059666e-33,-4.460547431099657e-19,-2.285225183316971e-39,7.132970513329938e-34,4.188498545831854e-26,1.809938769094494e-26,-7.036683067895503e-10,0,-2.59316004505084e-26,3.215995470263864e-32,1.854906498868392e-23,-5.528818080498046e-24,-1.653028611152738e-20,-5.021611241384276e-31,-0,
131.2,-1,0.1940981829028677,0.1712542174289677,0.05883749161792374,0.09284125203870645,1.319574547012095e-10,1.032065774885486e-15,6.465656938952383e-10,0.6770638204215135,3.217952201552781e-06,2.972238026857321e-24,5.034236201327623e-05,3.16329244049453e-11,7.791911172651214e-16,4.970876094212019e-10,2.192590616361143e-20,4.121487985129251e-16,0.9999493275747762,8.904369441473837e-11,5.101959064243696e-16,1.400828830899152e-14,5.470254493831487e-14,1.816864038959695e-12,9.507602553459903e-09,1.156281925048129e-19,1.984190592476975e-13,8.899928741567373e-27,7.197067679528971e-17,9.181724464776126e-13,2.447578487380398e-44,1.846522860997976e-41,4.804074374933835e-32,3.660803559890643e-44,3.400259539722082e-20,2.183695449779362e-36,1.130405395533617e-13,2.534221469577826e-48,1.610064161360149e-25,7.941674544540476e-25,2.367545934583168e-33,1.309605078414027e-31,2.367545934583167e-33,4.89904720671353e-39,3.646550503236502e-33,4.349678060095789e-30,1.875507177584255e-16,1.351894569887678e-35,8.175149514445934e-33,6.439145490728151e-25,3.561805290232316e-23,1.020366565045371e-10,3.717301507275169e-18,6.153937892450151e-27,3.163139669337621e-34,1.420913023839317e-24,7.104565119196613e-25,4.314554353528731e-21,4.9726813166843e-32,3.198326900492112e-07,-6.469647861975294e-11,1.000000000378044,11.2,9.306083681437371e-13,3.208190657577603e-13,6.537581587195973e-12,-7.098171253167071e-21,-5.782395305708874e-17,-3.622647872702826e-11,3.691780214865048e-12,-1.730983401998206e-16,-1.306135975867404e-28,-2.516780938227312e-14,0,-6.028336027546334e-17,-1.185865485688948e-11,-0,0,4.802177626740508e-11,-1.046621552715232e-17,3.137113610025446e-21,-6.424808673332114e-17,7.709770407998537e-17,-8.99473214266496e-17,1.778827235403457e-11,3.921392012531808e-22,-1.992727058263189e-17,4.786855484047617e-25,-3.589085519613626e-25,-5.391914017233649e-21,1.700632695661716e-40,0,3.642231545967818e-34,4.901256294687063e-43,6.929336050388456e-25,3.125737916583517e-34,2.687940549767997e-18,0,-3.410461286795987e-25,-1.86771799988385e-24,0,-1.127159580829498e-34,-1.560337300800407e-34,1.190442886963201e-39,-6.687159860573174e-35,-6.219058670333051e-33,-4.458574806149821e-19,-3.375224453171112e-37,0,-6.282747822812497e-26,-1.708911370312781e-26,-4.319692827814695e-10,-1.795070806517856e-26,-1.592453357898043e-26,2.340007189643627e-32,-1.232615287142261e-23,-3.422601671094046e-24,-1.014764450607997e-20,1.255402811158271e-31,-0,
141.2,-1,0.1940981828563152,0.1712542174317939,0.05883749161889943,0.09284125206297483,1.319574546739366e-10,8.141555789036931e-16,5.100458209701057e-10,0.6770638204327407,3.217952200887695e-06,2.970933045266917e-24,5.034236200203292e-05,3.163292439788285e-11,7.791911170911577e-16,4.970876093102235e-10,2.19259061587162e-20,4.121487984209078e-16,0.9999493275963318,8.904369439485873e-11,5.101959063104646e-16,1.400828830586406e-14,5.470254492610212e-14,1.816864038554067e-12,9.507602551337265e-09,1.156281924531827e-19,1.984190592033989e-13,8.899928737593381e-27,7.197067676307448e-17,9.181724460676307e-13,1.930811985802013e-44,1.846522860173477e-41,4.804074353188485e-32,3.660803558256044e-44,3.400270213032342e-20,2.183695439894999e-36,1.130408943858367e-13,2.534184366322188e-48,1.27010534664418e-25,6.264918762744298e-25,2.366506446418097e-33,1.309030086833065e-31,2.366506446418096e-33,4.89689624509864e-39,3.64494945886559e-33,4.347768302485902e-30,1.874683723012483e-16,1.351301010801744e-35,8.175107428998782e-33,6.439145487852978e-25,3.561805288641919e-23,8.049200677354991e-11,3.71730150561534e-18,4.854633711182874e-27,2.495294028037779e-34,1.120892673594112e-24,5.604463367970575e-25,3.40354188350896e-21,3.92270620506503e-32,3.198326899778046e-07,-4.088629037767225e-11,1.000000000237837,11.2,7.717215755320695e-13,2.658082087769742e-13,4.121958330216558e-12,-4.202987410443189e-21,-3.549708163570371e-17,-2.223878138231741e-11,3.058775455144769e-12,-1.024953911890961e-16,-1.305558685966512e-28,-1.551774676135895e-14,0,4.907564510244894e-17,4.245924760828955e-12,0,0,2.947973989936973e-11,-3.085277857798355e-17,6.274227222616191e-21,6.424808675958979e-17,-7.709770411150775e-17,-8.994732146342572e-17,-6.368314108522511e-12,1.176417604240536e-21,-1.021666906995e-16,4.786855486004784e-25,-2.201497577691214e-25,-3.921392014137533e-21,-1.700632696357042e-40,-6.643096470144694e-43,-1.192360961226111e-33,3.17814391422019e-43,6.931292170525364e-25,8.81661028273708e-34,2.6879405377122e-18,-7.919188106232517e-50,-2.079869948385971e-25,-1.146554366288387e-24,-4.012295917984383e-34,2.834059746870731e-35,-2.340505952157557e-34,1.190442887449929e-39,1.337431972661461e-34,-6.085315475609647e-33,-4.456603053522185e-19,1.130176716272777e-36,1.783242630215281e-33,-8.376997100508373e-26,7.719054752852351e-26,-2.651781562599017e-10,-5.385212421755382e-26,-9.768038197054059e-27,1.787681961805852e-33,4.379972769694377e-23,-2.172035676774671e-24,-6.229456041698861e-21,-6.27701405835779e-32,-0,
151.2,-1,0.1940981828247126,0.171254217436199,0.05883749162041514,0.09284125207931965,1.319574546592505e-10,6.803844291057133e-16,4.262387303519421e-10,0.6770638204501828,3.217952200529553e-06,2.969628640701595e-24,5.034236199513123e-05,3.163292439354739e-11,7.791911169843654e-16,4.970876092420943e-10,2.192590615571113e-20,4.121487983644207e-16,0.9999493276095647,8.904369438265461e-11,5.101959062405391e-16,1.400828830394413e-14,5.470254491860478e-14,1.816864038305054e-12,9.507602550034187e-09,1.156281924214876e-19,1.984190591762043e-13,8.899928735153801e-27,7.197067674329792e-17,9.181724458159481e-13,1.613578315711698e-44,1.846522859667318e-41,4.804074332280023e-32,3.660803557252565e-44,3.400280886342559e-20,2.183695430391041e-36,1.130412492183102e-13,2.534164660566292e-48,1.061410754625777e-25,5.235588516144191e-25,2.365467418158906e-33,1.308455349648465e-31,2.365467418158905e-33,4.894746234954224e-39,3.643349122852638e-33,4.345859389819494e-30,1.873860632604058e-16,1.350707714327083e-35,8.17508159350089e-33,6.439145486087922e-25,3.561805287665581e-23,6.726613442438739e-11,3.717301504596379e-18,4.057014220120362e-27,2.08531558865314e-34,9.36715585425494e-25,4.68357792712748e-25,2.844287739993674e-21,3.278145399274674e-32,3.198326899339697e-07,-2.398398758482839e-11,1.000000000140614,11.2,2.826211487061414e-13,9.756917496162032e-14,2.426837897306911e-12,-2.727289442830345e-21,-2.179101959817931e-17,-1.365198729251325e-11,1.122724135882436e-12,-6.650851879863931e-17,-1.304981590404591e-28,-9.144336557053645e-15,0,-1.114409674208051e-17,-8.174412576556679e-12,0,0,1.809708626715653e-11,-3.715085555820099e-17,9.4113408361815e-21,6.424808677499906e-17,0,8.994732148499867e-17,1.226140647763584e-11,7.842784030151251e-22,-3.81484877054454e-17,4.786855487152864e-25,-1.351822616741799e-25,-2.941044011309132e-21,2.125790870956152e-40,-6.643096471737974e-43,-4.742352555056128e-34,-3.634738563935966e-43,6.929933598090153e-25,2.503664547356986e-34,2.687940526348569e-18,1.187878216219778e-49,-1.284569471375686e-25,-7.038600751920629e-25,2.006147959473346e-34,-2.509139628034678e-34,1.560337301812602e-34,-1.190442887735445e-39,6.687159864911152e-35,-6.553416667612929e-33,-4.454632172747767e-19,-2.682748079146663e-37,-3.566485261285948e-34,-4.188498551258755e-26,4.311990243321938e-26,-1.627880881813005e-10,0,-5.997812474480551e-27,-2.078081457331724e-32,-2.333592049987021e-24,-1.382204521915389e-24,-3.8241507268334e-21,-6.277014059863269e-32,-0,
161.2,-1,0.1940981828082459,0.171254217436314,0.05883749162045643,0.09284125208795024,1.319574546482406e-10,5.982647255872306e-16,3.747910681670572e-10,0.6770638204506576,3.217952200261061e-06,2.96832481284898e-24,5.034236199089414e-05,3.16329243908859e-11,7.791911169188068e-16,4.970876092002717e-10,2.192590615386636e-20,4.12148798329744e-16,0.9999493276176882,8.904369437516294e-11,5.101959061976137e-16,1.400828830276554e-14,5.470254491400238e-14,1.816864038152191e-12,9.50760254923426e-09,1.156281924020306e-19,1.984190591595103e-13,8.899928733656194e-27,7.197067673115753e-17,9.181724456614447e-13,1.418834260043063e-44,1.846522859356604e-41,4.804074311888706e-32,3.660803556636561e-44,3.400291559652732e-20,2.183695421122155e-36,1.130416040507822e-13,2.534155634822372e-48,9.332969066596969e-26,4.603701154414169e-25,2.364428849523258e-33,1.307880866704054e-31,2.364428849523256e-33,4.892597175769597e-39,3.641749494762787e-33,4.343951321577861e-30,1.873037906197886e-16,1.350114680302483e-35,8.175065733554482e-33,6.439145485004401e-25,3.561805287066233e-23,5.914700980622423e-11,3.717301503970866e-18,3.56736993196632e-27,1.833637183899532e-34,8.236525911032027e-25,4.11826295551602e-25,2.500971702794214e-21,2.882461139901849e-32,3.1983268990706e-07,-1.628176469928725e-11,1.000000000096514,11.2,4.405115161532081e-13,1.515711167687783e-13,1.634481439083402e-12,-1.468607478799616e-21,-1.337711497979798e-17,-8.380709061816366e-12,1.744204780607106e-12,-3.581424707580633e-17,-1.304404565321638e-28,-5.764887193659742e-15,0,-2.15208077061898e-17,1.53685535468374e-11,-0,-0,1.110949647535985e-11,7.180687431240509e-17,-9.411340837713833e-21,1.284961735709195e-16,-7.709770414255172e-17,0,-2.305341147172925e-11,3.921392015714098e-22,-3.040131307668268e-17,2.393427743966124e-25,-8.292492032157828e-26,-4.901740019666749e-22,-4.251581742604536e-41,1.328619294563917e-42,9.870017303441941e-34,-6.871358259976883e-43,6.929776017633657e-25,1.349402354741063e-33,2.687940515106042e-18,1.187878216413186e-49,-7.886204222112515e-26,-4.320740401624881e-25,-4.012295919599964e-34,4.624615524700657e-35,7.801686510333265e-35,-2.976107219823175e-40,-1.337431973199988e-34,-6.486545070019942e-33,-4.452662163610867e-19,8.419726193510458e-37,0,2.094249275970359e-26,2.765611879953478e-26,-9.993266991545737e-11,3.590141615949186e-26,-3.685862656551835e-27,1.118114979324082e-33,-1.436056646379674e-24,-8.556504184678892e-25,-2.347577125714908e-21,4.393909842619694e-31,-0,
171.2,-1,0.1940981827991186,0.1712542174355198,0.05883749162018404,0.09284125209277906,1.31957454640814e-10,5.478529194918858e-16,3.432082793062359e-10,0.6770638204475231,3.217952200079956e-06,2.967021561539933e-24,5.034236198829339e-05,3.163292438925205e-11,7.791911168785611e-16,4.970876091745953e-10,2.192590615273387e-20,4.121487983084562e-16,0.999949327622675,8.904369437056351e-11,5.101959061712599e-16,1.400828830204196e-14,5.470254491117675e-14,1.816864038058343e-12,9.507602548743153e-09,1.156281923900857e-19,1.984190591492611e-13,8.899928732736791e-27,7.197067672370451e-17,9.18172445566594e-13,1.299284383955096e-44,1.846522859165844e-41,4.804074291818131e-32,3.660803556258371e-44,3.400302232962858e-20,2.183695411999061e-36,1.130419588832526e-13,2.534153165346429e-48,8.546501336514182e-26,4.21579685850634e-25,2.363390740259444e-33,1.307306637860601e-31,2.363390740259443e-33,4.890449067069032e-39,3.640150574208353e-33,4.342044097298566e-30,1.872215543632953e-16,1.349521908584213e-35,8.175055997420299e-33,6.439145484339188e-25,3.561805286698271e-23,5.416282612042603e-11,3.71730150358684e-18,3.266786102719176e-27,1.679136334058408e-34,7.54245264797183e-25,3.771226323985919e-25,2.290216199963041e-21,2.639557733096962e-32,3.198326898905404e-07,-8.483704813356612e-12,1.000000000054328,11.2,1.14963594199935e-14,4.129335762215192e-15,8.630596237679811e-13,-1.100992904944565e-21,-8.211970351848263e-18,-5.144766218488486e-12,4.748423876321794e-14,-2.684916565877209e-17,-1.303827852614922e-28,-3.297760661397763e-15,0,-7.15310002050879e-18,-4.070758779072083e-13,0,0,6.819921563237779e-12,1.771536728704676e-17,-6.274227225674843e-21,1.284961735818208e-16,-3.083908165963699e-16,3.597892860290982e-16,6.095322632188152e-13,1.176417604814033e-21,2.575296257383948e-17,0,-5.09306241897423e-26,-2.41267378052697e-33,4.251581742965227e-41,6.643096473383168e-43,-2.520892450981406e-34,-6.309475035873991e-43,6.929285127190075e-25,6.324987812897331e-34,2.687940503982144e-18,1.187878216513962e-49,-4.838710757456186e-26,-2.652469843006333e-25,-1.003073979985089e-34,-2.257377326427387e-34,-7.801686510995136e-35,5.952214440151319e-40,-6.687159866567259e-35,-6.152187077241878e-33,-4.45069302557452e-19,-6.08348202646537e-37,0,4.188498552296057e-26,-3.8946920670362e-26,-6.134686170652259e-11,1.795070808126881e-26,-2.263742351109716e-27,1.087231013460885e-32,2.393427744169175e-25,-5.265541037172185e-25,-1.441135210206523e-21,-1.56925351535445e-31,-0,
181.2,-1,0.1940981827894924,0.1712542174385811,0.05883749162123673,0.09284125209766768,1.319574546389911e-10,5.16906018384783e-16,3.238201770448736e-10,0.677063820459637,3.217952200035502e-06,2.965718886618819e-24,5.034236198669659e-05,3.163292438824911e-11,7.791911168538565e-16,4.970876091588361e-10,2.19259061520387e-20,4.12148798295389e-16,0.9999493276257363,8.904369436774057e-11,5.101959061550854e-16,1.400828830159787e-14,5.470254490944255e-14,1.816864038000744e-12,9.507602548441737e-09,1.156281923827539e-19,1.984190591429707e-13,8.899928732172462e-27,7.197067671912948e-17,9.181724455083738e-13,1.225894855254919e-44,1.846522859048762e-41,4.804074271947903e-32,3.660803556026253e-44,3.400312906272944e-20,2.183695402967034e-36,1.130423137157216e-13,2.53415472064486e-48,8.063703036234732e-26,3.977669355668094e-25,2.362353090134602e-33,1.306732662989297e-31,2.362353090134602e-33,4.888301908398351e-39,3.638552360830674e-33,4.340137716553783e-30,1.871393544748343e-16,1.348929399039306e-35,8.175050020583903e-33,6.439145483930911e-25,3.561805286472432e-23,5.110312599550049e-11,3.717301503351142e-18,3.082263071117619e-27,1.584291028277634e-34,7.116373638169865e-25,3.558186819084932e-25,2.160837212562349e-21,2.490443729493589e-32,3.198326898803999e-07,-4.702419098850703e-12,1.000000000023372,11.2,-7.941425295143744e-14,-2.723932190917822e-14,4.828817901092464e-13,-7.426530937077652e-22,-5.041180609534484e-18,-3.158278886082132e-12,-3.134492665424205e-13,-1.811053850018628e-17,-1.303251309047148e-28,-2.346888977014869e-15,-0,-5.761962919822052e-17,-2.020576630434431e-11,0,-0,4.186572380518247e-12,-6.921063099019159e-18,6.274227225969883e-21,1.284961735878632e-16,0,-8.994732151150425e-17,3.030927596741739e-11,-1.176417604869353e-21,-7.412422191858918e-17,-7.180283232845173e-25,-3.136880967305817e-26,-4.901740020313098e-22,8.503163486330309e-41,0,7.771735248267941e-34,1.064322944680487e-42,6.930323573896783e-25,-5.504944852363936e-34,2.687940492757645e-18,-2.375756433139641e-49,-2.975076980832801e-26,-1.628271142911752e-25,0,-3.414891076281706e-34,0,-5.952214440431217e-40,2.006147960064515e-34,-6.553416669544083e-33,-4.448724758341951e-19,6.87533912641595e-37,-3.566485262336916e-34,2.094249276246509e-26,1.211399231857061e-26,-3.765973226527387e-11,-7.180283232845172e-26,-1.387973349325972e-27,1.060044699213515e-32,-1.555728033783121e-24,-3.290963148387371e-25,-8.846869204779088e-22,-3.138507030856486e-32,0,
